case_id,seg_path_pulled,failed_pulled,failure_reason_pulled,voxel_volume_mm3_pulled,mask_voxel_count_pulled,volume_mm3_pulled,connected_component_count_pulled,largest_component_voxel_count_pulled,largest_component_fraction_pulled,component_volume_fraction_largest_pulled,component_volume_fraction_second_largest_pulled,equivalent_sphere_diameter_mm_pulled,max_diameter_bbox_mm_pulled,bbox_volume_mm3_pulled,bbox_fill_fraction_pulled,principal_axis_length_major_mm_pulled,principal_axis_length_minor1_mm_pulled,principal_axis_length_minor2_mm_pulled,principal_axis_sign_aligned_pulled,flatness_pulled,aspect_ratio_major_to_minor2_pulled,elongation_legacy_major_to_minor2_pulled,elongation_pulled,secondary_axis_ratio_pulled,surface_area_mm2_pulled,sphericity_pulled,compactness_pulled,surface_to_volume_ratio_pulled,roughness_index_pulled,empty_mask_pulled,multiple_components_pulled,tiny_component_fraction_pulled,surface_area_failed_pulled,principal_axis_failed_pulled,voxel_spacing_mm_x_pulled,voxel_spacing_mm_y_pulled,voxel_spacing_mm_z_pulled,centroid_vox_x_pulled,centroid_vox_y_pulled,centroid_vox_z_pulled,centroid_mm_x_pulled,centroid_mm_y_pulled,centroid_mm_z_pulled,bounding_box_min_vox_x_pulled,bounding_box_min_vox_y_pulled,bounding_box_min_vox_z_pulled,bounding_box_max_vox_x_pulled,bounding_box_max_vox_y_pulled,bounding_box_max_vox_z_pulled,bounding_box_size_vox_x_pulled,bounding_box_size_vox_y_pulled,bounding_box_size_vox_z_pulled,bounding_box_size_mm_x_pulled,bounding_box_size_mm_y_pulled,bounding_box_size_mm_z_pulled,principal_axis_vector_vox_x_pulled,principal_axis_vector_vox_y_pulled,principal_axis_vector_vox_z_pulled,principal_axis_vector_mm_x_pulled,principal_axis_vector_mm_y_pulled,principal_axis_vector_mm_z_pulled,principal_axis_lengths_mm_x_pulled,principal_axis_lengths_mm_y_pulled,principal_axis_lengths_mm_z_pulled,seg_path_local,failed_local,failure_reason_local,voxel_volume_mm3_local,mask_voxel_count_local,volume_mm3_local,connected_component_count_local,largest_component_voxel_count_local,largest_component_fraction_local,component_volume_fraction_largest_local,component_volume_fraction_second_largest_local,equivalent_sphere_diameter_mm_local,max_diameter_bbox_mm_local,bbox_volume_mm3_local,bbox_fill_fraction_local,principal_axis_length_major_mm_local,principal_axis_length_minor1_mm_local,principal_axis_length_minor2_mm_local,principal_axis_sign_aligned_local,flatness_local,aspect_ratio_major_to_minor2_local,elongation_legacy_major_to_minor2_local,elongation_local,secondary_axis_ratio_local,surface_area_mm2_local,sphericity_local,compactness_local,surface_to_volume_ratio_local,roughness_index_local,empty_mask_local,multiple_components_local,tiny_component_fraction_local,surface_area_failed_local,principal_axis_failed_local,voxel_spacing_mm_x_local,voxel_spacing_mm_y_local,voxel_spacing_mm_z_local,centroid_vox_x_local,centroid_vox_y_local,centroid_vox_z_local,centroid_mm_x_local,centroid_mm_y_local,centroid_mm_z_local,bounding_box_min_vox_x_local,bounding_box_min_vox_y_local,bounding_box_min_vox_z_local,bounding_box_max_vox_x_local,bounding_box_max_vox_y_local,bounding_box_max_vox_z_local,bounding_box_size_vox_x_local,bounding_box_size_vox_y_local,bounding_box_size_vox_z_local,bounding_box_size_mm_x_local,bounding_box_size_mm_y_local,bounding_box_size_mm_z_local,principal_axis_vector_vox_x_local,principal_axis_vector_vox_y_local,principal_axis_vector_vox_z_local,principal_axis_vector_mm_x_local,principal_axis_vector_mm_y_local,principal_axis_vector_mm_z_local,principal_axis_lengths_mm_x_local,principal_axis_lengths_mm_y_local,principal_axis_lengths_mm_z_local
563_2_377,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/563_2_377_synthetic_lollipop.nii.gz,False,,1.0,1307,1307.0,1,1307,1.0,1.0,0.0,13.565182941853976,28.0,6720.0,0.1944940476190476,28.09928062890624,16.631826202638475,14.551405256666406,True,0.8873073564282338,2.7353368111509666,2.7353368111509666,2.4270844748431992,0.4120169736014666,947.090576171875,0.6103931730442061,497.3056239967348,0.7246293620289785,1.6382883101603392,False,False,False,False,False,1.0,1.0,1.0,48.514919663351186,47.56006120887529,47.921193573068095,48.514919663351186,47.56006120887529,47.921193573068095,42.0,40.0,41.0,57.0,67.0,55.0,16.0,28.0,15.0,16.0,28.0,15.0,-0.2122294057635723,0.9768876979035028,0.0254775394030789,-0.2122294057635723,0.9768876979035028,0.0254775394030789,29.000100311775267,11.948533564596596,10.602021730396226,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/563_2_377_synthetic_lollipop.nii.gz,False,,1.0,1381,1381.0,1,1381,1.0,1.0,0.0,13.81650988545671,17.0,3060.0,0.4513071895424836,18.446818431381303,11.628681468059815,11.546954535359651,False,0.9939458081705436,1.523744259440441,1.523744259440441,1.5145192193947554,0.6602755430199349,702.7437744140625,0.8533939702498763,181.97162089120815,0.5088658757523986,1.1717917337841008,False,False,False,False,False,1.0,1.0,1.0,75.95076031860971,75.15930485155684,76.8356263577118,75.95076031860971,75.15930485155684,76.8356263577118,69.0,68.0,71.0,83.0,84.0,82.0,15.0,17.0,12.0,15.0,17.0,12.0,-0.5133729549695805,-0.8551107990901504,-0.0723445256063352,-0.5133729549695805,-0.8551107990901504,-0.0723445256063352,16.456480652961464,10.865811699331182,10.80002799092068
565_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/565_0_0_synthetic_lollipop.nii.gz,False,,1.0,2778,2778.0,1,2778,1.0,1.0,0.0,17.441260674165154,37.0,15466.0,0.1796198111987585,36.326631237161266,21.909570025049536,18.636272951973368,True,0.8766989640526722,2.7800327757373906,2.7800327757373906,2.4372518545214454,0.4102981799541394,1594.383544921875,0.5993945851116002,525.1869520100655,0.5739321615989471,1.6683500732890535,False,False,False,False,False,1.0,1.0,1.0,48.560115190784735,48.556515478761696,48.04895608351332,48.560115190784735,48.556515478761696,48.04895608351332,40.0,23.0,37.0,58.0,59.0,58.0,19.0,37.0,22.0,19.0,37.0,22.0,-0.0707371739307083,-0.9942615551667632,0.0802509323414136,-0.0707371739307083,-0.9942615551667632,0.0802509323414135,38.03163233644881,15.60430952832994,13.680281998244102,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/565_0_0_synthetic_lollipop.nii.gz,False,,1.0,2720,2720.0,1,2720,1.0,1.0,0.0,17.319024526192088,21.0,6300.0,0.4317460317460317,23.04400268055463,14.571483835393414,14.455911648865468,False,0.9931444225870738,1.5554622967652427,1.5554622967652427,1.5447987045768807,0.6473335309236289,1121.2987060546875,0.8403794156142876,190.5575475666584,0.4122421713436351,1.1899387127051837,False,False,False,False,False,1.0,1.0,1.0,96.24852941176472,98.19852941176472,99.88088235294116,96.24852941176472,98.19852941176472,99.88088235294116,87.0,91.0,90.0,107.0,105.0,109.0,21.0,15.0,20.0,21.0,15.0,20.0,-0.6877356122295121,0.1016338554896036,0.7188117188037606,-0.6877356122295121,0.1016338554896036,0.7188117188037606,20.90596943658375,13.533135012765229,13.440357558045632
565_1_90,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/565_1_90_synthetic_lollipop.nii.gz,False,,1.0,2898,2898.0,1,2898,1.0,1.0,0.0,17.688863051556094,37.0,15540.0,0.1864864864864865,36.82762348808198,21.992220873885714,18.83991724622492,True,0.8797812467936563,2.7616671133254727,2.7616671133254727,2.429662936190522,0.4115797237158763,1634.3409423828125,0.6014604175094114,519.7939486286227,0.5639547765296109,1.6626198015505358,False,False,False,False,False,1.0,1.0,1.0,48.681504485852315,47.87060041407867,48.22843340234645,48.681504485852315,47.87060041407867,48.22843340234645,23.0,38.0,37.0,59.0,57.0,57.0,37.0,20.0,21.0,37.0,20.0,21.0,-0.9858068042276904,0.1039740673183295,0.1318117523731149,-0.9858068042276904,0.1039740673183295,0.1318117523731149,38.45068283194821,15.825521416660033,13.922996963108874,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/565_1_90_synthetic_lollipop.nii.gz,False,,1.0,2862,2862.0,1,2862,1.0,1.0,0.0,17.615311835911367,23.0,6624.0,0.4320652173913043,23.740540902889812,15.079324893718477,14.78454181840164,False,0.9958107970197836,1.5347874947254443,1.5347874947254443,1.5283579583785416,0.6542969822729979,1163.812255859375,0.8376211171727977,192.44627982995195,0.4066429964568047,1.1938571980793369,False,False,False,False,False,1.0,1.0,1.0,96.56044723969252,95.97134870719776,95.24842767295596,96.56044723969252,95.97134870719776,95.24842767295596,89.0,87.0,85.0,104.0,104.0,107.0,16.0,18.0,23.0,16.0,18.0,23.0,-0.2251942362019799,-0.474875564213209,-0.8507530514165632,-0.2251942362019799,-0.474875564213209,-0.8507530514165631,21.089471344035715,13.798777458135437,13.74097157848447
568_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/568_0_0_synthetic_lollipop.nii.gz,False,,1.0,684,684.0,1,684,1.0,1.0,0.0,10.931652720668998,23.0,4485.0,0.1525083612040133,22.6457137881574,12.706154328878045,11.77804936981,True,0.9416202661167412,2.6178125465961988,2.6178125465961988,2.464985346769657,0.4056819247670141,625.3182983398438,0.6003719429412467,522.6262372667863,0.9142080385085436,1.6656341319032315,False,False,False,False,False,1.0,1.0,1.0,48.41520467836257,48.27923976608187,48.43421052631579,48.41520467836257,48.27923976608187,48.43421052631579,33.0,41.0,43.0,55.0,55.0,55.0,23.0,15.0,13.0,23.0,15.0,13.0,0.9214678076398488,0.3846131014012094,0.0544962541277266,0.9214678076398488,0.3846131014012094,0.0544962541277266,23.320489911996496,9.460701234008472,8.90838801361804,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/568_0_0_synthetic_lollipop.nii.gz,False,,1.0,701,701.0,1,701,1.0,1.0,0.0,11.021476996575512,14.0,1400.0,0.5007142857142857,14.19681792459864,9.41060762072649,9.299696600924577,False,0.996390383486037,1.4395436450059431,1.4395436450059431,1.4343474444923594,0.6971811494068771,428.7731323242187,0.8900243855152584,160.4156205768746,0.6116592472528085,1.1235647205565875,False,False,False,False,False,1.0,1.0,1.0,67.58345221112697,69.43081312410841,69.44793152639087,67.58345221112697,69.43081312410841,69.44793152639087,62.0,65.0,65.0,75.0,74.0,74.0,14.0,10.0,10.0,14.0,10.0,10.0,-0.9179061159622902,0.2698913132154316,0.2908728954885149,-0.9179061159622902,0.2698913132154316,0.2908728954885149,12.624886214455405,8.801832682125056,8.770061441522518
568_1_255,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/568_1_255_synthetic_lollipop.nii.gz,False,,1.0,1199,1199.0,1,1199,1.0,1.0,0.0,13.180751945646882,25.0,10000.0,0.1199,27.26702126277074,15.35701313962672,14.443729173558015,True,0.9210342829137564,2.689517799823418,2.689517799823418,2.4771380981441453,0.4036916636780133,903.9915161132812,0.6037621616305057,513.8716964521401,0.753954558893479,1.656281336510761,False,False,False,False,False,1.0,1.0,1.0,48.46705587989992,48.035029190992496,48.24520433694746,48.46705587989992,48.035029190992496,48.24520433694746,34.0,38.0,38.0,58.0,57.0,57.0,25.0,20.0,20.0,25.0,20.0,20.0,0.7364126532500952,0.4507900595054879,0.5044647920164439,0.7364126532500952,0.4507900595054879,0.5044647920164439,28.539724758458263,11.521248968654604,10.611465282115647,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/568_1_255_synthetic_lollipop.nii.gz,False,,1.0,1207,1207.0,1,1207,1.0,1.0,0.0,13.210001976539724,16.0,2880.0,0.4190972222222222,17.46043116385772,11.216911355664305,10.942610452025113,False,0.9949718188748988,1.5173383097882218,1.5173383097882218,1.5097088579385516,0.6623793685396142,643.659912109375,0.8517245711935618,183.0437247382048,0.5332725038188691,1.1740884715802584,False,False,False,False,False,1.0,1.0,1.0,74.83761391880697,76.30985915492958,77.26760563380282,74.83761391880697,76.30985915492958,77.26760563380282,68.0,71.0,69.0,82.0,82.0,84.0,15.0,12.0,16.0,15.0,12.0,16.0,-0.6623401137217547,0.1804157017252069,0.7271559312321219,-0.6623401137217546,0.1804157017252069,0.7271559312321217,15.692403733923795,10.394324476145128,10.342059930005997
571_2_1366,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/571_2_1366_synthetic_lollipop.nii.gz,False,,1.0,233,233.0,1,233,1.0,1.0,0.0,7.634590828237859,16.0,1408.0,0.1654829545454545,15.65093076206368,8.088702747197011,7.1765101424309155,True,0.8846347527679841,2.8319854074596114,2.8319854074596114,2.505272710770572,0.3991581418265718,302.3356018066406,0.6056644933941239,509.0448297224797,1.297577690157256,1.6510791220334429,False,False,False,False,False,1.0,1.0,1.0,48.103004291845494,48.18025751072961,47.927038626609445,48.103004291845494,48.18025751072961,47.927038626609445,38.0,43.0,44.0,53.0,53.0,51.0,16.0,11.0,8.0,16.0,11.0,8.0,-0.9127448868942276,-0.3960325233037036,0.1002746824185716,-0.9127448868942276,-0.3960325233037036,0.1002746824185716,17.001672835364303,6.786356136907318,6.003446483368497,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/571_2_1366_synthetic_lollipop.nii.gz,False,,1.0,234,234.0,1,234,1.0,1.0,0.0,7.645497401392214,8.0,448.0,0.5223214285714286,8.087464289632312,6.754397887106303,6.470100673604032,False,0.9836995859912396,1.2255255785023669,1.2255255785023669,1.2055490041944523,0.8294975953036432,195.1266937255859,0.9411192938003378,135.6807834536923,0.8338747595110511,1.0625645511547168,False,False,False,False,False,1.0,1.0,1.0,64.69658119658119,64.86324786324786,65.64957264957265,64.69658119658119,64.86324786324786,65.64957264957265,61.0,62.0,62.0,68.0,68.0,69.0,8.0,7.0,8.0,8.0,7.0,8.0,-0.4304742564233157,-0.2269134892068225,0.8736144361059853,-0.4304742564233157,-0.2269134892068225,0.8736144361059853,7.797842197236105,6.468291351164626,6.3628555242113585
573_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/573_0_0_synthetic_lollipop.nii.gz,False,,1.0,262,262.0,1,262,1.0,1.0,0.0,7.93903207074245,17.0,1530.0,0.1712418300653594,16.268805490810486,9.155532218983293,8.267863686935353,True,0.934887295977506,2.709002070846517,2.709002070846517,2.532611620811165,0.3948493293573817,325.4766845703125,0.6083662345590015,502.2929327983367,1.2422774220240935,1.6437467157014225,False,False,False,False,False,1.0,1.0,1.0,47.961832061068705,47.88549618320611,48.29770992366412,47.961832061068705,47.88549618320611,48.29770992366412,44.0,43.0,45.0,53.0,59.0,53.0,10.0,17.0,9.0,10.0,17.0,9.0,0.1233648602223659,-0.9687043681408756,0.2153902467780369,0.1233648602223659,-0.9687043681408756,0.2153902467780369,17.534752232480283,6.923585159442692,6.472771808181369,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/573_0_0_synthetic_lollipop.nii.gz,False,,1.0,262,262.0,1,262,1.0,1.0,0.0,7.93903207074245,8.0,448.0,0.5848214285714286,8.156290369997913,7.170361346784892,6.702756613972193,False,0.9833708327358176,1.2239056360896492,1.2239056360896492,1.2035531045515389,0.8308731839237077,210.74252319335935,0.9395779362815764,136.34962374717506,0.8043607755471732,1.0643076655860466,False,False,False,False,False,1.0,1.0,1.0,64.34351145038168,65.69465648854961,64.87022900763358,64.34351145038168,65.69465648854961,64.87022900763358,61.0,62.0,62.0,68.0,69.0,68.0,8.0,8.0,7.0,8.0,8.0,7.0,-0.6897113876671528,0.7074380641066625,-0.1543683490073925,-0.6897113876671528,0.7074380641066625,-0.1543683490073925,8.08496009359121,6.717576534858246,6.605868831050141
573_1_58,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/573_1_58_synthetic_lollipop.nii.gz,False,,1.0,368,368.0,1,368,1.0,1.0,0.0,8.89098202280317,18.0,1980.0,0.1858585858585858,18.01333341340344,10.350043014596576,9.153636268494903,True,0.8934724488682488,2.7112176082829795,2.7112176082829795,2.4223982358873104,0.4128140390730205,395.971923828125,0.6271695193496064,458.4558760451477,1.0760106625764263,1.5944652428852568,False,False,False,False,False,1.0,1.0,1.0,48.30163043478261,48.15489130434783,48.23641304347826,48.30163043478261,48.15489130434783,48.23641304347826,36.0,43.0,44.0,53.0,52.0,54.0,18.0,10.0,11.0,18.0,10.0,11.0,0.9684063688375252,-0.1209296263148298,0.2180943150893097,0.9684063688375252,-0.1209296263148298,0.2180943150893097,18.904997918704066,7.804248549487271,6.972881063086871,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/573_1_58_synthetic_lollipop.nii.gz,False,,1.0,370,370.0,2,369,0.9972972972972972,0.9972972972972972,0.0027027027027027,8.907059782998111,10.0,900.0,0.4111111111111111,9.576147660398052,8.05296916826765,7.754924107645852,False,0.985500728475785,1.2420652380697104,1.2420652380697104,1.2240561969321488,0.8169559555405211,269.68359375,0.9225300220643906,144.04919920469024,0.7308498475609756,1.0839755629440124,False,True,False,False,False,1.0,1.0,1.0,66.44444444444444,67.130081300813,66.08672086720867,66.44444444444444,67.130081300813,66.08672086720867,62.0,63.0,62.0,71.0,71.0,71.0,10.0,9.0,10.0,10.0,9.0,10.0,-0.4999165127547735,0.0948075303251872,-0.8608687544967265,-0.4999165127547735,0.0948075303251872,-0.8608687544967265,9.165472823321265,7.487787608357102,7.37922014270788
576_2_250,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/576_2_250_synthetic_lollipop.nii.gz,False,,1.0,569,569.0,1,569,1.0,1.0,0.0,10.281059708188629,20.0,4160.0,0.1367788461538461,21.323873049920586,12.266563143690268,10.629414716711,True,0.8811228944769915,2.773386754842986,2.773386754842986,2.443694564931402,0.4092164439658896,554.940673828125,0.5983827678112228,527.8556065358117,0.9752911666575133,1.6711711195458072,False,False,False,False,False,1.0,1.0,1.0,48.49033391915641,48.1634446397188,47.787346221441126,48.49033391915641,48.1634446397188,47.787346221441126,41.0,36.0,42.0,56.0,55.0,54.0,16.0,20.0,13.0,16.0,20.0,13.0,0.5080561352995898,0.807835944040353,0.2987976755279009,0.5080561352995898,0.807835944040353,0.2987976755279009,22.501600829066916,9.208025074810676,8.1134017063339,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/576_2_250_synthetic_lollipop.nii.gz,False,,1.0,559,559.0,1,559,1.0,1.0,0.0,10.220474567203404,11.0,1210.0,0.4619834710743801,12.936719771197726,8.808396693185427,8.634750280854323,False,0.9931129034443285,1.382181052192352,1.382181052192352,1.3726618378284836,0.7285115477399552,375.6921997070313,0.8734937829799284,169.69651311936852,0.6720790692433475,1.144827839058562,False,False,False,False,False,1.0,1.0,1.0,70.40429338103756,71.72093023255815,71.77638640429338,70.40429338103756,71.72093023255815,71.77638640429338,66.0,67.0,67.0,75.0,77.0,77.0,10.0,11.0,11.0,10.0,11.0,11.0,-0.4938999113458323,0.5934980539278555,0.6354706425606358,-0.4938999113458323,0.5934980539278555,0.6354706425606358,11.364375071630093,8.279078472530601,8.222059659698301
577_0_0,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/577_0_0_synthetic_lollipop.nii.gz,False,,1.0,1733,1733.0,1,1733,1.0,1.0,0.0,14.902757918599368,28.0,12600.0,0.1375396825396825,31.302399377369177,17.297881433311105,16.224952012170608,True,0.908799370600132,2.7124351384872085,2.7124351384872085,2.4650593466508575,0.4056697463931835,1169.7645263671875,0.596464662797218,532.9644183563292,0.6749939563572923,1.6765452546850594,False,False,False,False,False,1.0,1.0,1.0,48.424120023081365,48.08944027697634,47.259088286208886,48.424120023081365,48.08944027697634,47.259088286208886,32.0,34.0,37.0,59.0,58.0,54.0,28.0,25.0,18.0,28.0,25.0,18.0,-0.7453015630831761,-0.6019510280328855,0.2866714843090029,-0.7453015630831761,-0.6019510280328855,0.2866714843090029,32.2798777182045,13.094969807546995,11.900700319126445,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_0_0_synthetic_lollipop.nii.gz,False,,1.0,1764,1764.0,1,1764,1.0,1.0,0.0,14.991093728296734,20.0,3640.0,0.4846153846153846,19.663306792039513,12.681949677176693,12.276771391407326,False,0.9905524343697936,1.5183739571532655,1.5183739571532655,1.504029019541864,0.6648807882075346,842.14794921875,0.8383553039302015,191.94111998876036,0.4774081344777494,1.192811681767873,False,False,False,False,False,1.0,1.0,1.0,84.01360544217687,85.5765306122449,83.66156462585035,84.01360544217687,85.5765306122449,83.66156462585035,78.0,75.0,77.0,90.0,94.0,90.0,13.0,20.0,14.0,13.0,20.0,14.0,-0.0118371148380998,0.976938153583194,-0.2131941058889047,-0.0118371148380998,0.976938153583194,-0.2131941058889047,17.788994955125855,11.827560987183936,11.715819328512246
577_1_239,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/577_1_239_synthetic_lollipop.nii.gz,False,,1.0,1575,1575.0,1,1575,1.0,1.0,0.0,14.43534978975948,27.0,13041.0,0.1207729468599033,30.054153671204695,17.000499060308613,15.8389366714484,True,0.9291083762439174,2.697159610666291,2.697159610666291,2.505953586336834,0.3990496892888528,1096.037109375,0.5972817402200025,530.7801338989063,0.6958965773809523,1.6742517519984128,False,False,False,False,False,1.0,1.0,1.0,48.68507936507937,48.00126984126984,47.61333333333334,48.68507936507937,48.00126984126984,47.61333333333334,37.0,32.0,38.0,59.0,58.0,58.0,23.0,27.0,21.0,23.0,27.0,21.0,-0.5346818349962328,-0.7195186111638575,0.4431797643325956,-0.5346818349962328,-0.7195186111638575,0.4431797643325956,31.53838673450271,12.585383427074984,11.693185160336746,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_1_239_synthetic_lollipop.nii.gz,False,,1.0,1549,1549.0,1,1549,1.0,1.0,0.0,14.355476034413623,19.0,3211.0,0.4824042354406727,18.972360507281095,12.192894864047927,12.030701851637328,False,0.998815162258416,1.5687604483381192,1.5687604483381192,1.5669017217514238,0.6382021195829931,769.525390625,0.8413217482843784,189.91795557918653,0.4967885026630084,1.188605907358508,False,False,False,False,False,1.0,1.0,1.0,82.12201420271143,83.62298256939961,83.85216268560362,82.12201420271143,83.62298256939961,83.85216268560362,74.0,78.0,78.0,92.0,90.0,90.0,19.0,13.0,13.0,19.0,13.0,13.0,-0.9793462976970316,-0.1913201247333479,-0.0654021334448152,-0.9793462976970316,-0.1913201247333479,-0.0654021334448152,17.45554692325512,11.140167044901812,11.12696775453946
577_2_568,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/577_2_568_synthetic_lollipop.nii.gz,False,,1.0,2132,2132.0,1,2132,1.0,1.0,0.0,15.96845355063928,34.0,12852.0,0.1658885776532835,33.543905146481066,19.22200725125541,17.46379769299797,True,0.9285291969150165,2.69942111764908,2.69942111764908,2.5064913225061365,0.3989640782000161,1353.085205078125,0.5920391766638408,545.0056888020036,0.6346553494737922,1.6890774114561662,False,False,False,False,False,1.0,1.0,1.0,48.47045028142589,47.7734521575985,48.12242026266416,48.47045028142589,47.7734521575985,48.12242026266416,26.0,37.0,40.0,59.0,57.0,57.0,34.0,21.0,18.0,34.0,21.0,18.0,0.9371313147144896,-0.3447858732707619,0.0539221714548923,0.9371313147144896,-0.3447858732707619,0.0539221714548923,34.780319073669055,13.876097938728812,12.88436207536198,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_2_568_synthetic_lollipop.nii.gz,False,,1.0,2109,2109.0,1,2109,1.0,1.0,0.0,15.91082329384098,20.0,4760.0,0.4430672268907563,21.406380616038653,13.27469200771009,13.268115051126411,False,0.9967661139524152,1.5646234514034645,1.5646234514034645,1.5595636374542463,0.6412049986189405,944.02490234375,0.8424647278843708,189.1460135469484,0.4476173078917733,1.1869933148551368,False,False,False,False,False,1.0,1.0,1.0,87.2863916548127,87.86296823138929,89.47889995258416,87.2863916548127,87.86296823138929,89.47889995258416,78.0,80.0,83.0,97.0,96.0,96.0,20.0,17.0,14.0,20.0,17.0,14.0,-0.8018739267446132,-0.5441001260020747,0.2468871371531965,-0.8018739267446132,-0.5441001260020747,0.2468871371531965,19.290837669118144,12.369381540985104,12.32938037060246
577_3_932,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/577_3_932_synthetic_lollipop.nii.gz,False,,1.0,1678,1678.0,1,1678,1.0,1.0,0.0,14.743404400152595,29.0,13224.0,0.1268905021173623,30.981659008209295,17.803689256822977,15.880861779256527,True,0.8927722646146019,2.763709943506836,2.763709943506836,2.4673635850024915,0.4052908967605559,1148.755615234375,0.5944533537064676,538.3925340406971,0.6845981020467073,1.6822177783419243,False,False,False,False,False,1.0,1.0,1.0,47.78605482717521,47.708581644815254,48.67222884386174,47.78605482717521,47.708581644815254,48.67222884386174,35.0,38.0,31.0,58.0,56.0,59.0,24.0,19.0,29.0,24.0,19.0,29.0,0.505666102635403,-0.3397308326509932,0.7930225431800694,0.505666102635403,-0.3397308326509932,0.7930225431800694,32.37452704405772,13.121101097885024,11.714155141395953,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_3_932_synthetic_lollipop.nii.gz,False,,1.0,1707,1707.0,1,1707,1.0,1.0,0.0,14.827853946439856,19.0,3458.0,0.493637941006362,19.479079532762068,12.553729288411006,12.349425446121773,False,0.988543073964952,1.5193808601630332,1.5193808601630332,1.5019734260290776,0.6657907408147715,810.4055786132812,0.8523226897187407,182.65864160142985,0.474754293270815,1.1732645535108206,False,False,False,False,False,1.0,1.0,1.0,84.04042179261863,86.52489748096075,85.97949619214997,84.04042179261863,86.52489748096075,85.97949619214997,76.0,80.0,80.0,94.0,93.0,92.0,19.0,14.0,13.0,19.0,14.0,13.0,-0.9647531945946848,0.2629774423440552,-0.009702491305303,-0.9647531945946848,0.2629774423440552,-0.009702491305303,17.5866916891395,11.709056488193172,11.574906694067744
