case_id,seg_path,target_volume_mm3,realized_volume_mm3,volume_error_mm3,volume_error_fraction,n_calibration_iters,final_linear_scale_vox,rotation_z_deg,rotation_y_deg,rotation_x_deg,seed,original_seg_path,local_mask_exists
304_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/304_0_0_synthetic_lollipop.nii.gz,531.375,547.0,15.625,0.0294048459186073,5,12.525855401831144,70,75,96,2887006316,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/304_0_0_synthetic_lollipop.nii.gz,True
304_1_206,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/304_1_206_synthetic_lollipop.nii.gz,643.875,648.0,4.125,0.0064065230052417,5,12.542831323271926,74,171,51,754281210,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/304_1_206_synthetic_lollipop.nii.gz,True
309_1_177,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_1_177_synthetic_lollipop.nii.gz,42.75,43.0,0.25,0.0058479532163742,6,7.378734849105811,124,9,45,886874916,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/309_1_177_synthetic_lollipop.nii.gz,True
309_2_546,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_2_546_synthetic_lollipop.nii.gz,155.875,159.0,3.125,0.0200481154771451,9,10.696005938971403,122,45,132,2286133648,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/309_2_546_synthetic_lollipop.nii.gz,True
309_3_917,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_3_917_synthetic_lollipop.nii.gz,46.125,46.0,-0.125,0.002710027100271,7,7.356602370021035,87,2,174,1548365168,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/309_3_917_synthetic_lollipop.nii.gz,True
320_1_183,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/320_1_183_synthetic_lollipop.nii.gz,310.25,322.0,11.75,0.0378726833199033,14,12.789346856380709,160,58,71,128621632,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/320_1_183_synthetic_lollipop.nii.gz,True
320_2_225,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/320_2_225_synthetic_lollipop.nii.gz,438.25,439.0,0.75,0.0017113519680547,6,13.043984840738734,24,126,12,2077599895,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/320_2_225_synthetic_lollipop.nii.gz,True
333_1_279,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/333_1_279_synthetic_lollipop.nii.gz,1082.375,1063.0,-19.375,0.0179004503984293,6,14.19050534769589,98,19,111,1234333548,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/333_1_279_synthetic_lollipop.nii.gz,True
339_1_248,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/339_1_248_synthetic_lollipop.nii.gz,1316.75,1317.0,0.25,0.0001898614011771,4,15.405987854275867,94,11,170,1554308271,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/339_1_248_synthetic_lollipop.nii.gz,True
339_2_430,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/339_2_430_synthetic_lollipop.nii.gz,1121.625,1131.0,9.375,0.0083584085590103,5,15.0919128220683,173,163,14,188358627,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/339_2_430_synthetic_lollipop.nii.gz,True
385_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/385_0_0_synthetic_lollipop.nii.gz,371.875,363.0,-8.875,0.0238655462184873,7,13.338248432720016,103,146,122,1369694009,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/385_0_0_synthetic_lollipop.nii.gz,True
385_1_476,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/385_1_476_synthetic_lollipop.nii.gz,197.875,203.0,5.125,0.0259001895135818,5,11.609992559681858,4,70,127,1093908064,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/385_1_476_synthetic_lollipop.nii.gz,True
395_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/395_0_0_synthetic_lollipop.nii.gz,46.875,47.0,0.125,0.0026666666666666,5,7.75051547932818,162,15,22,3902509825,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/395_0_0_synthetic_lollipop.nii.gz,True
395_1_1985,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/395_1_1985_synthetic_lollipop.nii.gz,53.375,53.0,-0.375,0.0070257611241217,5,8.093371152310528,42,85,22,2581720800,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/395_1_1985_synthetic_lollipop.nii.gz,True
418_1_1056,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_1_1056_synthetic_lollipop.nii.gz,173.625,169.0,-4.625,0.0266378689704823,12,11.5636734250186,80,149,75,3527435489,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/418_1_1056_synthetic_lollipop.nii.gz,True
418_2_1238,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_2_1238_synthetic_lollipop.nii.gz,245.125,249.0,3.875,0.0158082610912799,8,12.038554722728971,73,87,14,2686776210,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/418_2_1238_synthetic_lollipop.nii.gz,True
418_3_1428,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_3_1428_synthetic_lollipop.nii.gz,270.5,270.0,-0.5,0.0018484288354898,5,12.885186886848444,168,95,127,3999723469,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/418_3_1428_synthetic_lollipop.nii.gz,True
421_1_264,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/421_1_264_synthetic_lollipop.nii.gz,12.75,13.0,0.25,0.0196078431372549,2,4.838108955711211,114,109,41,460279219,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/421_1_264_synthetic_lollipop.nii.gz,True
421_2_1633,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/421_2_1633_synthetic_lollipop.nii.gz,16.125,14.0,-2.125,0.1317829457364341,14,5.2630806029813755,124,71,132,1917487509,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/421_2_1633_synthetic_lollipop.nii.gz,True
421_4_3550,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/421_4_3550_synthetic_lollipop.nii.gz,32.25,32.0,-0.25,0.0077519379844961,2,6.591974054089978,8,34,166,3857380014,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/421_4_3550_synthetic_lollipop.nii.gz,True
424_4_2863,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/424_4_2863_synthetic_lollipop.nii.gz,198.25,202.0,3.75,0.0189155107187894,6,10.92985258255671,1,162,87,959152520,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/424_4_2863_synthetic_lollipop.nii.gz,True
424_5_4003,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/424_5_4003_synthetic_lollipop.nii.gz,166.625,164.0,-2.625,0.0157539384846211,4,10.530959764430907,25,166,59,1577670876,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/424_5_4003_synthetic_lollipop.nii.gz,True
424_6_4194,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/424_6_4194_synthetic_lollipop.nii.gz,187.375,185.0,-2.375,0.0126751167444963,6,10.72623039078261,51,94,80,2299916010,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/424_6_4194_synthetic_lollipop.nii.gz,True
434_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/434_0_0_synthetic_lollipop.nii.gz,107.75,106.0,-1.75,0.0162412993039443,2,9.854728773825215,132,107,60,441912202,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/434_0_0_synthetic_lollipop.nii.gz,True
434_1_160,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/434_1_160_synthetic_lollipop.nii.gz,270.375,278.0,7.625,0.0282015718908922,4,12.374948782237317,96,103,166,2143146390,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/434_1_160_synthetic_lollipop.nii.gz,True
437_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/437_0_0_synthetic_lollipop.nii.gz,1239.25,1258.0,18.75,0.0151301190236029,6,14.845389156559218,121,114,133,3794507200,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/437_0_0_synthetic_lollipop.nii.gz,True
439_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_0_0_synthetic_lollipop.nii.gz,7.75,8.0,0.25,0.032258064516129,14,3.94277686542943,126,178,168,3290377460,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/439_0_0_synthetic_lollipop.nii.gz,True
439_1_12,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_1_12_synthetic_lollipop.nii.gz,30.125,31.0,0.875,0.0290456431535269,8,6.229890028137356,68,137,136,3353760849,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/439_1_12_synthetic_lollipop.nii.gz,True
439_2_209,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_2_209_synthetic_lollipop.nii.gz,67.125,69.0,1.875,0.0279329608938547,6,7.93738551917181,112,28,165,3561007785,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/439_2_209_synthetic_lollipop.nii.gz,True
439_3_437,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_3_437_synthetic_lollipop.nii.gz,62.625,66.0,3.375,0.0538922155688622,14,8.224095837338766,125,113,14,545378034,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/439_3_437_synthetic_lollipop.nii.gz,True
439_4_489,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_4_489_synthetic_lollipop.nii.gz,129.875,130.0,0.125,0.0009624639076034,6,10.288689542983729,174,79,69,1326645806,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/439_4_489_synthetic_lollipop.nii.gz,True
442_1_282,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_1_282_synthetic_lollipop.nii.gz,114.375,115.0,0.625,0.0054644808743169,5,10.434232991559256,43,74,61,2025441070,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/442_1_282_synthetic_lollipop.nii.gz,True
442_2_702,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_2_702_synthetic_lollipop.nii.gz,126.875,129.0,2.125,0.0167487684729064,6,10.208851683312146,54,31,139,3851672397,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/442_2_702_synthetic_lollipop.nii.gz,True
442_5_1272,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_5_1272_synthetic_lollipop.nii.gz,693.625,694.0,0.375,0.0005406379527842,3,13.273609877703748,172,0,65,3323533925,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/442_5_1272_synthetic_lollipop.nii.gz,True
442_6_1447,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_6_1447_synthetic_lollipop.nii.gz,551.5,564.0,12.5,0.0226654578422484,5,12.682032452281469,90,18,76,1130009157,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/442_6_1447_synthetic_lollipop.nii.gz,True
478_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_0_0_synthetic_lollipop.nii.gz,248.375,247.0,-1.375,0.0055359838953195,5,11.535690371245758,104,99,78,1152098419,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/478_0_0_synthetic_lollipop.nii.gz,True
478_1_378,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_1_378_synthetic_lollipop.nii.gz,312.625,323.0,10.375,0.033186725309876,14,12.35512413069258,111,159,86,107516134,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/478_1_378_synthetic_lollipop.nii.gz,True
478_2_486,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_2_486_synthetic_lollipop.nii.gz,540.625,549.0,8.375,0.0154913294797687,6,12.789407052291594,90,21,72,2266329872,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/478_2_486_synthetic_lollipop.nii.gz,True
483_2_812,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/483_2_812_synthetic_lollipop.nii.gz,60.0,65.0,5.0,0.0833333333333333,14,8.559493341127617,139,87,153,3465805677,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/483_2_812_synthetic_lollipop.nii.gz,True
483_3_1995,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/483_3_1995_synthetic_lollipop.nii.gz,68.875,70.0,1.125,0.0163339382940108,6,8.327962223956678,163,91,76,1602091674,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/483_3_1995_synthetic_lollipop.nii.gz,True
492_1_391,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/492_1_391_synthetic_lollipop.nii.gz,8.5,9.0,0.5,0.0588235294117647,14,4.22647746997505,2,175,31,3274222220,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/492_1_391_synthetic_lollipop.nii.gz,True
492_2_757,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/492_2_757_synthetic_lollipop.nii.gz,43.375,44.0,0.625,0.0144092219020172,8,7.172874104571948,148,51,126,1922591946,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/492_2_757_synthetic_lollipop.nii.gz,True
493_1_262,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/493_1_262_synthetic_lollipop.nii.gz,338.25,337.0,-1.25,0.0036954915003695,3,12.238904633479107,122,116,176,1676857237,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/493_1_262_synthetic_lollipop.nii.gz,True
493_2_537,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/493_2_537_synthetic_lollipop.nii.gz,350.375,342.0,-8.375,0.0239029611130931,5,11.564451673064024,86,0,113,4108363757,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/493_2_537_synthetic_lollipop.nii.gz,True
495_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/495_0_0_synthetic_lollipop.nii.gz,2098.25,2107.0,8.75,0.0041701417848206,6,17.693932034298726,23,172,137,770784061,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/495_0_0_synthetic_lollipop.nii.gz,True
500_1_346,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/500_1_346_synthetic_lollipop.nii.gz,64.375,66.0,1.625,0.0252427184466019,6,7.827476798018472,123,10,51,440573397,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/500_1_346_synthetic_lollipop.nii.gz,True
502_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_0_0_synthetic_lollipop.nii.gz,2710.25,2757.0,46.75,0.0172493312425053,6,20.57924063741283,117,108,31,3217142937,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/502_0_0_synthetic_lollipop.nii.gz,True
502_1_71,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_1_71_synthetic_lollipop.nii.gz,2183.25,2221.0,37.75,0.0172907362876445,4,18.234321104205048,38,124,109,466105696,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/502_1_71_synthetic_lollipop.nii.gz,True
502_2_314,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_2_314_synthetic_lollipop.nii.gz,974.25,956.0,-18.25,0.018732358224275,5,13.46853034502014,46,140,117,45049270,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/502_2_314_synthetic_lollipop.nii.gz,True
508_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/508_0_0_synthetic_lollipop.nii.gz,35.875,36.0,0.125,0.0034843205574912,2,6.830244017446969,175,115,76,2687313736,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/508_0_0_synthetic_lollipop.nii.gz,True
508_1_260,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/508_1_260_synthetic_lollipop.nii.gz,22.125,22.0,-0.125,0.0056497175141242,9,5.882843698921165,160,35,109,3531318242,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/508_1_260_synthetic_lollipop.nii.gz,True
521_1_93,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/521_1_93_synthetic_lollipop.nii.gz,50.625,51.0,0.375,0.0074074074074074,5,7.951917026397957,77,145,165,3408504933,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/521_1_93_synthetic_lollipop.nii.gz,True
521_2_457,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/521_2_457_synthetic_lollipop.nii.gz,64.875,70.0,5.125,0.0789980732177264,14,8.321431450540654,90,133,85,1770679524,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/521_2_457_synthetic_lollipop.nii.gz,True
525_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_0_0_synthetic_lollipop.nii.gz,2585.375,2587.0,1.625,0.0006285355122564,5,19.93591818044694,155,53,177,131537080,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/525_0_0_synthetic_lollipop.nii.gz,True
525_1_371,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_1_371_synthetic_lollipop.nii.gz,3428.75,3472.0,43.25,0.0126139263580021,5,21.903171372396983,43,33,76,2663992477,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/525_1_371_synthetic_lollipop.nii.gz,True
525_3_465,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_3_465_synthetic_lollipop.nii.gz,3106.25,3123.0,16.75,0.0053923541247484,3,21.87893973212533,68,110,46,3058862796,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/525_3_465_synthetic_lollipop.nii.gz,True
527_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_0_0_synthetic_lollipop.nii.gz,196.625,200.0,3.375,0.0171646535282898,8,10.728511122844242,82,167,13,2668684920,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/527_0_0_synthetic_lollipop.nii.gz,True
527_1_267,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_1_267_synthetic_lollipop.nii.gz,479.375,490.0,10.625,0.0221642764015645,6,13.439860808571073,108,171,76,439510113,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/527_1_267_synthetic_lollipop.nii.gz,True
527_2_591,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_2_591_synthetic_lollipop.nii.gz,2425.75,2360.0,-65.75,0.0271050190662681,4,18.885875489305803,113,141,64,1277144720,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/527_2_591_synthetic_lollipop.nii.gz,True
527_3_625,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_3_625_synthetic_lollipop.nii.gz,2835.25,2842.0,6.75,0.0023807424389383,6,20.22619418825865,9,55,45,2658358932,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/527_3_625_synthetic_lollipop.nii.gz,True
528_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_0_0_synthetic_lollipop.nii.gz,42.5,43.0,0.5,0.0117647058823529,2,7.227174812828313,55,116,113,250426259,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/528_0_0_synthetic_lollipop.nii.gz,True
528_1_488,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_1_488_synthetic_lollipop.nii.gz,25.125,25.0,-0.125,0.0049751243781094,7,5.892948655301977,71,158,120,194248108,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/528_1_488_synthetic_lollipop.nii.gz,True
528_2_838,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_2_838_synthetic_lollipop.nii.gz,41.75,41.0,-0.75,0.0179640718562874,8,7.218493678630054,85,157,72,660888327,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/528_2_838_synthetic_lollipop.nii.gz,True
528_3_1394,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_3_1394_synthetic_lollipop.nii.gz,81.625,87.0,5.375,0.0658499234303215,14,8.87697337244939,82,38,105,873848964,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/528_3_1394_synthetic_lollipop.nii.gz,True
528_4_1772,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_4_1772_synthetic_lollipop.nii.gz,49.875,49.0,-0.875,0.0175438596491228,2,7.623128125513253,115,78,105,1770365455,/sfs/ceph/standard/gam_ai_group/people_scratch/ethan hirai/GrowthNet/analysis/synthetic_lollipop_v1/masks/528_4_1772_synthetic_lollipop.nii.gz,True
