case_id,seg_path,failed,failure_reason,voxel_volume_mm3,mask_voxel_count,volume_mm3,connected_component_count,largest_component_voxel_count,largest_component_fraction,component_volume_fraction_largest,component_volume_fraction_second_largest,equivalent_sphere_diameter_mm,max_diameter_bbox_mm,bbox_volume_mm3,bbox_fill_fraction,principal_axis_length_major_mm,principal_axis_length_minor1_mm,principal_axis_length_minor2_mm,principal_axis_sign_aligned,flatness,aspect_ratio_major_to_minor2,elongation_legacy_major_to_minor2,elongation,secondary_axis_ratio,surface_area_mm2,sphericity,compactness,surface_to_volume_ratio,roughness_index,empty_mask,multiple_components,tiny_component_fraction,surface_area_failed,principal_axis_failed,voxel_spacing_mm_x,voxel_spacing_mm_y,voxel_spacing_mm_z,centroid_vox_x,centroid_vox_y,centroid_vox_z,centroid_mm_x,centroid_mm_y,centroid_mm_z,bounding_box_min_vox_x,bounding_box_min_vox_y,bounding_box_min_vox_z,bounding_box_max_vox_x,bounding_box_max_vox_y,bounding_box_max_vox_z,bounding_box_size_vox_x,bounding_box_size_vox_y,bounding_box_size_vox_z,bounding_box_size_mm_x,bounding_box_size_mm_y,bounding_box_size_mm_z,principal_axis_vector_vox_x,principal_axis_vector_vox_y,principal_axis_vector_vox_z,principal_axis_vector_mm_x,principal_axis_vector_mm_y,principal_axis_vector_mm_z,principal_axis_lengths_mm_x,principal_axis_lengths_mm_y,principal_axis_lengths_mm_z
235_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_0_0_synthetic_lollipop.nii.gz,False,,1.0,9,9.0,1,9,1.0,1.0,0.0,2.5807620414842987,3.0,27.0,0.3333333333333333,2.041241452319315,1.4142135623730951,1.1547005383792517,False,0.8164965809277261,1.4719601443879746,1.4719601443879746,1.2018504251546633,0.8320502943378435,19.440128326416016,1.0763330352475524,90.70106017103645,2.1600142584906683,0.9290804678962621,False,False,False,False,False,1.0,1.0,1.0,34.77777777777778,34.888888888888886,35.111111111111114,34.77777777777778,34.888888888888886,35.111111111111114,34.0,34.0,34.0,36.0,36.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.8164965809277261,-0.40824829046386296,0.408248290463863,-0.8164965809277261,-0.40824829046386296,0.408248290463863,2.9439202887759492,2.449489742783178,2.0
235_1_328,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_1_328_synthetic_lollipop.nii.gz,False,,1.0,175,175.0,1,175,1.0,1.0,0.0,6.939792343839249,8.0,392.0,0.44642857142857145,7.066211751652114,6.177434202879978,5.966039321302692,False,0.9507395752314912,1.18883918286867,1.18883918286867,1.1302764597391124,0.8847392966414761,165.18765258789062,0.9159362384846839,147.18265999684155,0.943929443359375,1.0917790540249728,False,False,False,False,False,1.0,1.0,1.0,59.29142857142857,59.98285714285714,59.8,59.29142857142857,59.98285714285714,59.8,56.0,57.0,57.0,63.0,63.0,63.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.9829164506574334,-0.0017526368364598143,-0.18404396021362074,-0.9829164506574334,-0.0017526368364598143,-0.18404396021362074,6.8831408499527065,6.08978519427137,5.789799788852586
235_3_552,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/235_3_552_synthetic_lollipop.nii.gz,False,,1.0,128,128.0,1,128,1.0,1.0,0.0,6.252741134374176,6.0,216.0,0.5925925925925926,5.8488265147553875,5.699860319861264,5.347925750672887,False,0.9751374552394048,1.1631508185692168,1.1631508185692168,1.1342319292792167,0.8816538965143411,127.53285217285156,0.963094047052978,126.60366499384602,0.9963504076004028,1.0383201963089197,False,False,False,False,False,1.0,1.0,1.0,57.453125,58.328125,57.484375,57.453125,58.328125,57.484375,55.0,56.0,55.0,60.0,61.0,60.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.5598512622999182,0.5627561072779196,-0.6081711336643584,-0.5598512622999182,0.5627561072779196,-0.6081711336643584,6.143589064526391,5.416519237322588,5.2818507853380305
270_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_0_0_synthetic_lollipop.nii.gz,False,,1.0,239,239.0,1,239,1.0,1.0,0.0,7.699569193795551,8.0,448.0,0.5334821428571429,7.932350835473613,6.590419009101447,6.569106235015656,False,0.9895369231483269,1.207133087549594,1.207133087549594,1.194502761284365,0.8371684289157859,199.5210723876953,0.9334562217135381,139.0498450598854,0.8348162024589763,1.0712875191557543,False,False,False,False,False,1.0,1.0,1.0,61.50209205020921,61.42677824267783,61.9581589958159,61.50209205020921,61.42677824267783,61.9581589958159,58.0,58.0,59.0,65.0,65.0,65.0,8.0,8.0,7.0,8.0,8.0,7.0,-0.6662540519985929,-0.7423446860685462,-0.0709218249994173,-0.6662540519985929,-0.7423446860685462,-0.0709218249994173,7.791825407110313,6.523070234456645,6.454818849284663
270_1_324,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/270_1_324_synthetic_lollipop.nii.gz,False,,1.0,104,104.0,1,104,1.0,1.0,0.0,5.834606511185437,6.0,216.0,0.48148148148148145,5.7324725738206155,5.088824366692581,4.922223090754397,False,0.9589716953292312,1.1870472852327976,1.1870472852327976,1.1383447475556574,0.8784684974804672,110.79193115234375,0.9653057318368486,125.7354436600534,1.0653070303109975,1.0359412225773619,False,False,False,False,False,1.0,1.0,1.0,55.60576923076923,56.27884615384615,55.84615384615385,55.60576923076923,56.27884615384615,55.84615384615385,53.0,54.0,53.0,58.0,59.0,58.0,6.0,6.0,6.0,6.0,6.0,6.0,-0.756610502838966,0.5528121608550897,-0.3491980266331606,-0.756610502838966,0.5528121608550897,-0.3491980266331606,5.78879110390662,5.085270623277143,4.876630590812018
286_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_0_0_synthetic_lollipop.nii.gz,False,,1.0,776,776.0,1,776,1.0,1.0,0.0,11.401299816066192,15.0,1500.0,0.5173333333333333,14.908341290066975,9.627898644553088,9.496805616888821,False,0.99500878627669,1.4893447402150435,1.4893447402150435,1.4819111023089426,0.6748043107592052,470.33392333984375,0.8682650132906286,172.78079540916963,0.6061004166750564,1.151722094859161,False,False,False,False,False,1.0,1.0,1.0,67.7139175257732,66.55798969072166,68.40335051546391,67.7139175257732,66.55798969072166,68.40335051546391,63.0,60.0,64.0,72.0,74.0,73.0,10.0,15.0,10.0,10.0,15.0,10.0,-0.19250093504288396,-0.9510771889551299,0.24165175492187813,-0.19250093504288396,-0.9510771889551299,0.24165175492187813,13.365882682505708,9.01935525125666,8.97433772155118
286_1_190,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_1_190_synthetic_lollipop.nii.gz,False,,1.0,1304,1304.0,1,1304,1.0,1.0,0.0,13.55479612083867,18.0,2592.0,0.5030864197530864,17.881978013411683,11.376403320537849,11.371424437747155,False,0.9955443152177998,1.4906248013275316,1.4906248013275316,1.4839830470842863,0.6738621455041478,673.715576171875,0.8567601610719033,179.83515021836726,0.5166530492115606,1.1671877912120558,False,False,False,False,False,1.0,1.0,1.0,75.61886503067484,74.19861963190183,75.6648773006135,75.61886503067484,74.19861963190183,75.6648773006135,70.0,67.0,70.0,81.0,84.0,81.0,12.0,18.0,12.0,12.0,18.0,12.0,-0.18687627788255048,-0.9664573435331255,-0.176174515454586,-0.18687627788255048,-0.9664573435331255,-0.176174515454586,15.907052320632719,10.719160405428298,10.671399205531868
286_2_297,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/286_2_297_synthetic_lollipop.nii.gz,False,,1.0,1565,1565.0,1,1565,1.0,1.0,0.0,14.404733897660924,17.0,3757.0,0.4165557625765238,19.499292408081136,12.130682228132125,11.588147327800193,False,0.9941353674567749,1.6100923991888285,1.6100923991888285,1.6006497989069461,0.624746275345726,790.771484375,0.8243456534547557,201.8944201738855,0.5052852935303515,1.2130833659510343,False,False,False,False,False,1.0,1.0,1.0,84.65686900958467,85.64984025559106,87.34760383386582,84.65686900958467,85.64984025559106,87.34760383386582,77.0,80.0,79.0,93.0,92.0,95.0,17.0,13.0,17.0,17.0,13.0,17.0,-0.6957928975017068,-0.17839126480963863,0.6957361571930818,-0.6957928975017068,-0.17839126480963863,0.6957361571930818,17.802180448247828,11.121845928075338,11.056620388504811
301_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_0_0_synthetic_lollipop.nii.gz,False,,1.0,12,12.0,1,12,1.0,1.0,0.0,2.840496169229977,3.0,27.0,0.4444444444444444,2.333333333333333,2.121320343559643,1.4142135623730951,False,0.9428090415820635,1.224744871391589,1.224744871391589,1.1547005383792517,0.8660254037844385,24.2685546875,1.0444661650655158,99.25885156425001,2.0223795572916665,0.9574268975359995,False,False,False,False,False,1.0,1.0,1.0,35.916666666666664,36.083333333333336,36.333333333333336,35.916666666666664,36.083333333333336,36.333333333333336,35.0,35.0,35.0,37.0,37.0,37.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.6666666666666667,0.6666666666666667,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,-0.33333333333333326,2.9541957835039856,2.558408596267325,2.412090756622109
301_1_229,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_1_229_synthetic_lollipop.nii.gz,False,,1.0,14,14.0,1,14,1.0,1.0,0.0,2.9902658734369907,3.0,27.0,0.5185185185185185,2.4494897427831788,2.385790165173904,2.1598754486749576,False,0.9052659592988244,1.2418456016109478,1.2418456016109478,1.1242005498433603,0.8895210024041833,26.950716018676758,1.0423154463081412,99.8745538516107,1.925051144191197,0.9594024568492949,False,False,False,False,False,1.0,1.0,1.0,36.92857142857143,36.642857142857146,36.785714285714285,36.92857142857143,36.642857142857146,36.785714285714285,36.0,36.0,36.0,38.0,38.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.8287528845617558,-0.20927196917967594,-0.5190124268707158,-0.8287528845617558,-0.20927196917967594,-0.5190124268707158,3.0549755144648727,2.7174648819470293,2.460028453216644
301_2_614,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/301_2_614_synthetic_lollipop.nii.gz,False,,1.0,13,13.0,1,13,1.0,1.0,0.0,2.9173032555927185,3.0,27.0,0.48148148148148145,2.426262835297967,1.883889090598664,1.4142135623730967,False,0.8916090659513188,1.36289043289592,1.36289043289592,1.2151654658683197,0.8229331955919524,25.53650665283203,1.0470117118659443,98.5366411594493,1.964346665602464,0.9550991537791284,False,False,False,False,False,1.0,1.0,1.0,36.69230769230769,36.92307692307692,37.30769230769231,36.69230769230769,36.92307692307692,37.30769230769231,36.0,36.0,36.0,38.0,38.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,0.3250575836718683,0.8880738339771155,-0.3250575836718677,0.3250575836718683,0.8880738339771155,-0.3250575836718677,3.1474606332337,2.5901498369068787,2.309401076758503
304_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/304_0_0_synthetic_lollipop.nii.gz,False,,1.0,547,547.0,1,547,1.0,1.0,0.0,10.146810929023093,13.0,1170.0,0.4675213675213675,12.386735356780065,8.794011913773694,8.710447101407471,False,0.9900774157628428,1.324418910114561,1.324418910114561,1.3112772519136653,0.7626152276649425,363.9575500488281,0.8887063345545686,161.13042261935405,0.6653702925938357,1.1252310927897382,False,False,False,False,False,1.0,1.0,1.0,65.74771480804388,67.3290676416819,67.03290676416819,65.74771480804388,67.3290676416819,67.03290676416819,60.0,63.0,63.0,72.0,72.0,71.0,13.0,10.0,9.0,13.0,10.0,9.0,-0.9689199848669561,0.24656430897557577,0.020002611449868545,-0.9689199848669561,0.24656430897557577,0.020002611449868545,10.955838544861374,8.355089306149809,8.272185228700566
304_1_206,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/304_1_206_synthetic_lollipop.nii.gz,False,,1.0,648,648.0,1,648,1.0,1.0,0.0,10.736402747275793,13.0,1430.0,0.45314685314685316,13.414101070935622,9.149205181521587,9.067758999533151,False,0.987023778007352,1.4120282216577689,1.4120282216577689,1.3937054299936535,0.7175117341722301,403.95904541015625,0.8964583658914643,156.98638903126655,0.6233935885959201,1.1155007728725592,False,False,False,False,False,1.0,1.0,1.0,66.79320987654322,65.96141975308642,67.87654320987654,66.79320987654322,65.96141975308642,67.87654320987654,62.0,60.0,63.0,71.0,72.0,73.0,10.0,13.0,11.0,10.0,13.0,11.0,-0.15763163454370815,-0.7639681608597831,0.6257035376147394,-0.15763163454370815,-0.7639681608597831,0.6257035376147394,12.086111484030242,8.671926810305445,8.559397962910925
309_1_177,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_1_177_synthetic_lollipop.nii.gz,False,,1.0,43,43.0,1,43,1.0,1.0,0.0,4.34666941315382,5.0,125.0,0.344,4.0,3.535533905932737,2.82842712474619,False,0.9586025865388217,1.2501709869373978,1.2501709869373978,1.198417141693981,0.8344339923129642,62.412025451660156,0.9510313162685213,131.4824898545042,1.4514424523641898,1.0514900854407327,False,False,False,False,False,1.0,1.0,1.0,47.0,47.30232558139535,46.69767441860465,47.0,47.30232558139535,46.69767441860465,45.0,45.0,45.0,49.0,49.0,49.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.7071067811865475,-0.7071067811865476,0.0,0.7071067811865475,-0.7071067811865476,4.49929242622166,3.754362541795623,3.5989416433697494
309_2_546,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_2_546_synthetic_lollipop.nii.gz,False,,1.0,159,159.0,1,159,1.0,1.0,0.0,6.721499448528674,7.0,343.0,0.46355685131195334,7.014920047314806,5.808376514075371,5.722085327783408,False,0.9973416918269139,1.1650806078555798,1.1650806078555798,1.161983464553413,0.8605974443744184,153.29360961914062,0.9258873629958142,142.48787298238827,0.9641107523216391,1.0800449816750775,False,False,False,False,False,1.0,1.0,1.0,59.64779874213836,60.339622641509436,60.295597484276726,59.64779874213836,60.339622641509436,60.295597484276726,57.0,57.0,57.0,63.0,63.0,63.0,7.0,7.0,7.0,7.0,7.0,7.0,-0.6190722130261224,0.5987837043524774,0.5081413882580952,-0.6190722130261225,0.5987837043524775,0.5081413882580953,6.665974552808948,5.736720664412288,5.7214706929833685
309_3_917,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/309_3_917_synthetic_lollipop.nii.gz,False,,1.0,46,46.0,1,46,1.0,1.0,0.0,4.445491011401585,5.0,125.0,0.368,4.1472447485789825,3.9861478997967863,3.5777087639996696,False,0.9457412947513013,1.1573996560822135,1.1573996560822135,1.0946006492879035,0.9135751935197131,65.48309326171875,0.94811312650835,132.70029714582307,1.423545505689538,1.0547264583106613,False,False,False,False,False,1.0,1.0,1.0,45.97826086956522,46.04347826086956,46.45652173913044,45.97826086956522,46.04347826086956,46.45652173913044,44.0,44.0,44.0,48.0,48.0,48.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.06192637214653055,0.12385274429306145,0.990366408034848,-0.06192637214653055,0.12385274429306145,0.990366408034848,4.3648274419131265,3.9875980749259385,3.771236166328254
320_1_183,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/320_1_183_synthetic_lollipop.nii.gz,False,,1.0,322,322.0,1,322,1.0,1.0,0.0,8.503918378444457,10.0,640.0,0.503125,9.994110526485862,7.442743734354115,7.086075890120718,False,0.9913612269778985,1.262713830856032,1.262713830856032,1.2518055326793984,0.7988461257712873,244.58560180664062,0.9288747371499173,141.11751468574687,0.7595826143063373,1.0765714256244254,False,False,False,False,False,1.0,1.0,1.0,67.34472049689441,68.40062111801242,67.86645962732919,67.34472049689441,68.40062111801242,67.86645962732919,63.0,65.0,64.0,72.0,72.0,71.0,10.0,8.0,8.0,10.0,8.0,8.0,-0.8535086907357514,0.4912558293755111,-0.17375449618102579,-0.8535086907357514,0.4912558293755111,-0.17375449618102579,8.87444927626476,7.089319422697908,7.0280764013240455
320_2_225,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/320_2_225_synthetic_lollipop.nii.gz,False,,1.0,439,439.0,2,437,0.9954441913439636,0.9954441913439636,0.004555808656036446,9.429499300780527,11.0,990.0,0.44343434343434346,10.321828655324273,8.201558488802387,8.080251821363362,False,0.9830675713148512,1.2586933361379284,1.2586933361379284,1.2373806009873012,0.8081587825137261,306.01568603515625,0.9100419114204803,150.0611227929297,0.7002647277692363,1.0988504896869031,False,True,False,False,False,1.0,1.0,1.0,68.07551487414187,68.8329519450801,69.66361556064074,68.07551487414187,68.8329519450801,69.66361556064074,63.0,65.0,65.0,73.0,73.0,74.0,11.0,9.0,10.0,11.0,9.0,10.0,-0.7916193496990989,-0.14019989193509153,0.5947123636543675,-0.7916193496990989,-0.14019989193509153,0.5947123636543675,9.785743021185734,7.908434165993655,7.7745251684667736
333_1_279,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/333_1_279_synthetic_lollipop.nii.gz,False,,1.0,1063,1063.0,1,1063,1.0,1.0,0.0,12.662269346205544,16.0,2304.0,0.4613715277777778,16.571860487991014,10.64577842964102,9.962499751964653,False,0.9979420585133384,1.5489753542493079,1.5489753542493079,1.5457876536059818,0.6469193861570963,590.5817260742188,0.8528898827716478,182.29446623174158,0.5555801750463017,1.17248430330805,False,False,False,False,False,1.0,1.0,1.0,73.48165569143933,75.35371589840075,74.53809971777987,73.48165569143933,75.35371589840075,74.53809971777987,68.0,67.0,69.0,79.0,82.0,80.0,12.0,16.0,12.0,12.0,16.0,12.0,-0.3298688555311788,0.8852972406867604,0.3277732963237833,-0.32986885553117873,0.8852972406867603,0.32777329632378327,15.255508485600412,9.869084185018993,9.848774187239286
339_1_248,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/339_1_248_synthetic_lollipop.nii.gz,False,,1.0,1317,1317.0,1,1317,1.0,1.0,0.0,13.599691314764724,19.0,2736.0,0.48135964912280704,18.481051139145485,11.325308376310069,11.275027870751313,False,0.9925329153149862,1.5421588958102588,1.5421588958102588,1.5306434647374962,0.6533200075900751,684.8911743164062,0.8483721527385543,185.2222517075541,0.520038856732275,1.1787279872070169,False,False,False,False,False,1.0,1.0,1.0,78.57555049354593,79.36977980258162,81.08959757023538,78.57555049354593,79.36977980258162,81.08959757023538,73.0,74.0,71.0,84.0,85.0,89.0,12.0,12.0,19.0,12.0,12.0,19.0,-0.19075080220767396,0.18285606163782908,0.964457252644943,-0.19075080220767396,0.18285606163782908,0.964457252644943,16.31230000828906,10.657151965226992,10.577574109001581
339_2_430,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/339_2_430_synthetic_lollipop.nii.gz,False,,1.0,1131,1131.0,1,1131,1.0,1.0,0.0,12.92670965245321,17.0,2448.0,0.46200980392156865,17.231160342091215,10.778021160260813,10.751386662174173,False,0.9949571182976176,1.5482166681545888,1.5482166681545888,1.5404091946474288,0.6491781556970527,610.4794921875,0.8599135291325133,177.86398895799243,0.5397696659482759,1.1629076251525046,False,False,False,False,False,1.0,1.0,1.0,76.55083996463307,76.65163572060123,78.43059239610963,76.55083996463307,76.65163572060123,78.43059239610963,71.0,71.0,70.0,82.0,82.0,86.0,12.0,12.0,17.0,12.0,12.0,17.0,-0.29798597865638304,-0.24604663694383383,0.9223152438146227,-0.29798597865638304,-0.24604663694383383,0.9223152438146227,15.555724544106935,10.098436570074716,10.047511349072817
385_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/385_0_0_synthetic_lollipop.nii.gz,False,,1.0,363,363.0,2,362,0.9972451790633609,0.9972451790633609,0.0027548209366391185,8.850531135660276,10.0,900.0,0.4033333333333333,9.481880724074795,7.705601622777234,7.499287408262298,False,0.9803131221349302,1.2598382096006104,1.2598382096006104,1.235035928638455,0.8096930435881599,264.6959228515625,0.9279884829451845,141.52221411626837,0.731204206772272,1.077599580574826,False,True,False,False,False,1.0,1.0,1.0,69.41436464088397,69.28453038674033,69.52209944751381,69.41436464088397,69.28453038674033,69.52209944751381,65.0,65.0,66.0,74.0,74.0,74.0,10.0,10.0,9.0,10.0,10.0,9.0,-0.5512510750120952,-0.7170402108383294,-0.42658596828650336,-0.5512510750120952,-0.7170402108383294,-0.42658596828650336,9.17148684282382,7.426089095994781,7.279892586946805
385_1_476,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/385_1_476_synthetic_lollipop.nii.gz,False,,1.0,203,203.0,1,203,1.0,1.0,0.0,7.291761779042593,8.0,392.0,0.5178571428571429,7.603065552404669,6.299122777080619,6.19387297731075,False,0.972698997542361,1.2144265040201383,1.2144265040201383,1.1812714430492626,0.8465454793511816,182.36868286132812,0.9159347895741364,147.18335847946793,0.8983678958686114,1.0917807811022766,False,False,False,False,False,1.0,1.0,1.0,62.27093596059113,63.20197044334975,63.1576354679803,62.27093596059113,63.20197044334975,63.1576354679803,59.0,60.0,60.0,66.0,66.0,66.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.92550717888443,0.2961441595981055,0.23608282141933903,-0.92550717888443,0.2961441595981055,0.23608282141933903,7.373629163972382,6.242112435172852,6.071696508239339
395_0_0,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/395_0_0_synthetic_lollipop.nii.gz,False,,1.0,47,47.0,1,47,1.0,1.0,0.0,4.477474060769193,5.0,125.0,0.376,4.075450885681147,3.584374429538153,3.5287123161638085,False,0.9724323611188554,1.146692898339304,1.146692898339304,1.1150812826103131,0.8967956108626294,65.63141632080078,0.9596309654660745,127.97926549775511,1.3964131132085273,1.042067248751523,False,False,False,False,False,1.0,1.0,1.0,47.829787234042556,48.234042553191486,47.59574468085106,47.829787234042556,48.234042553191486,47.59574468085106,46.0,46.0,46.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3471242604221902,-0.5127705330940746,0.7852204328828728,0.3471242604221902,-0.5127705330940746,0.7852204328828728,4.394275388515234,3.940766881342137,3.8321292430425227
395_1_1985,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/395_1_1985_synthetic_lollipop.nii.gz,False,,1.0,53,53.0,1,53,1.0,1.0,0.0,4.66042742317893,6.0,150.0,0.35333333333333333,4.941055787791322,4.47213595499958,3.977473183963264,False,0.9552951330355252,1.0569470061301152,1.0569470061301152,1.0096963308325684,0.990396785116003,73.09686279296875,0.933474874206414,139.04150983472476,1.3791860904333726,1.0712661129204382,False,False,False,False,False,1.0,1.0,1.0,48.43396226415094,49.0188679245283,48.9622641509434,48.43396226415094,49.0188679245283,48.9622641509434,46.0,47.0,47.0,51.0,51.0,51.0,6.0,5.0,5.0,6.0,5.0,5.0,-0.9882111575582646,0.0684670841753241,-0.1369341683506486,-0.9882111575582646,0.0684670841753241,-0.1369341683506486,4.338351364633454,4.296689244236598,4.104606323185311
418_1_1056,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_1_1056_synthetic_lollipop.nii.gz,False,,1.0,169,169.0,1,169,1.0,1.0,0.0,6.859556339475854,8.0,392.0,0.43112244897959184,7.971550262445103,5.916299145779105,5.852910188757457,False,0.9786957181554905,1.2375751058175684,1.2375751058175684,1.2112094569594822,0.8256210304948538,164.39576721191406,0.899189643513576,155.5601971070387,0.9727560190054086,1.1121124528219746,False,False,False,False,False,1.0,1.0,1.0,62.650887573964496,62.44970414201183,63.17751479289941,62.650887573964496,62.44970414201183,63.17751479289941,60.0,59.0,60.0,66.0,66.0,66.0,7.0,8.0,7.0,7.0,8.0,7.0,-0.49645219940348256,-0.8281662057434928,0.2601460154833661,-0.4964521994034825,-0.8281662057434926,0.260146015483366,7.063138029442241,5.831475298395494,5.707239905069182
418_2_1238,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_2_1238_synthetic_lollipop.nii.gz,False,,1.0,249,249.0,1,249,1.0,1.0,0.0,7.805491256803148,8.0,392.0,0.6352040816326531,7.280381905327742,6.689927525902609,6.6361235903381255,False,0.991253325013347,1.2257877168239044,1.2257877168239044,1.2150661500622142,0.8230004596447672,206.607177734375,0.9264136610851511,142.2451676860045,0.8297477017444779,1.0794314052198386,False,False,False,False,False,1.0,1.0,1.0,64.34538152610442,65.01204819277109,65.01204819277109,64.34538152610442,65.01204819277109,65.01204819277109,61.0,62.0,62.0,68.0,68.0,68.0,8.0,7.0,7.0,8.0,7.0,7.0,-0.9973628330897136,0.021215445583993593,-0.06940665702893822,-0.9973628330897136,0.021215445583993593,-0.06940665702893822,8.000181115636694,6.584152735410386,6.526563291371269
418_3_1428,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/418_3_1428_synthetic_lollipop.nii.gz,False,,1.0,270,270.0,1,270,1.0,1.0,0.0,8.019027705431855,9.0,441.0,0.6122448979591837,8.138676862236593,7.192436992001145,7.1835380491153344,False,0.9960635018188574,1.2109026517299493,1.2109026517299493,1.2061359356438734,0.8290939440969134,218.955078125,0.9226527458424763,143.99172608474902,0.8109447337962963,1.083831381314427,False,False,False,False,False,1.0,1.0,1.0,68.21481481481482,68.93333333333334,68.97037037037038,68.21481481481482,68.93333333333334,68.97037037037038,64.0,66.0,66.0,72.0,72.0,72.0,9.0,7.0,7.0,9.0,7.0,7.0,-0.9982192115924734,-0.05097438983226845,-0.030984144153565527,-0.9982192115924734,-0.05097438983226845,-0.030984144153565527,8.150209902614634,6.757289673376487,6.730689614867787
421_1_264,/Users/kvothearcane/Personal/Coding Projects/GrowthNet/rivanna_pull/analysis/synthetic_lollipop_v1/masks/421_1_264_synthetic_lollipop.nii.gz,False,,1.0,13,13.0,1,13,1.0,1.0,0.0,2.9173032555927185,3.0,27.0,0.48148148148148145,2.2385907518628843,2.0781815283069376,1.4142135623730954,False,0.8916090659513192,1.3628904328959202,1.3628904328959202,1.2151654658683204,0.822933195591952,25.291799545288086,1.0571419205573651,95.7309764281711,1.9455230419452374,0.9459467840162485,False,False,False,False,False,1.0,1.0,1.0,35.61538461538461,35.84615384615385,36.15384615384615,35.61538461538461,35.84615384615385,36.15384615384615,35.0,35.0,35.0,37.0,37.0,37.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.13738550023678597,-0.7004017505420329,0.7004017505420328,-0.13738550023678597,-0.7004017505420329,0.7004017505420328,3.1474606332337003,2.590149836906878,2.309401076758503
